"Time","value"
2024-10-22 05:27:46,509
2024-10-22 05:27:46,62.9
2024-10-22 05:27:46,523
2024-10-22 05:27:46,712
2024-10-22 05:27:46,579
2024-10-22 05:27:46,563
2024-10-22 05:27:46,564
2024-10-22 05:27:46,567
2024-10-22 05:27:46,602
2024-10-22 05:27:46,498
2024-10-22 05:27:47,255
2024-10-22 05:27:47,341
2024-10-22 05:27:47,401
2024-10-22 05:27:47,406
2024-10-22 05:27:47,756
2024-10-22 05:27:47,687
2024-10-22 05:27:47,728
2024-10-22 05:27:47,104
2024-10-22 05:27:47,95.6
2024-10-22 05:27:47,86.5
2024-10-22 05:27:47,101
2024-10-22 05:27:47,43.6
2024-10-22 05:27:47,53.4
2024-10-22 05:27:47,42.4
2024-10-22 05:27:47,629
2024-10-22 05:27:47,388
2024-10-22 05:27:47,151
2024-10-22 05:27:47,94.9
2024-10-22 05:27:47,92.4
2024-10-22 05:27:48,231
2024-10-22 05:27:48,81.9
2024-10-22 05:27:48,126
2024-10-22 05:27:48,267
2024-10-22 05:27:48,503
2024-10-22 05:27:48,355
2024-10-22 05:27:48,360
2024-10-22 05:27:48,373
2024-10-22 05:27:48,362
2024-10-22 05:27:48,368
2024-10-22 05:27:48,286
2024-10-22 05:27:48,334
2024-10-22 05:27:48,345
2024-10-22 05:27:48,677
2024-10-22 05:27:48,661
2024-10-22 05:27:49,1187
2024-10-22 05:27:49,779
2024-10-22 05:27:49,769
2024-10-22 05:27:49,598
2024-10-22 05:27:49,585
2024-10-22 05:27:49,603
2024-10-22 05:27:49,615
2024-10-22 05:27:49,627
2024-10-22 05:27:49,450
2024-10-22 05:27:49,416
2024-10-22 05:27:49,422
2024-10-22 05:27:49,1165
2024-10-22 05:27:49,1035
2024-10-22 05:27:49,1003
2024-10-22 05:27:50,769
2024-10-22 05:27:50,130
2024-10-22 05:27:50,137
2024-10-22 05:27:50,110
2024-10-22 05:27:50,101
2024-10-22 05:27:50,96.7
2024-10-22 05:27:50,95.7
2024-10-22 05:27:50,821
2024-10-22 05:27:50,186
2024-10-22 05:27:50,508
2024-10-22 05:27:50,266
2024-10-22 05:27:50,268
2024-10-22 05:27:50,278
2024-10-22 05:27:50,446
2024-10-22 05:27:50,520
2024-10-22 05:27:51,579
2024-10-22 05:27:51,467
2024-10-22 05:27:51,479
2024-10-22 05:27:51,473
2024-10-22 05:27:51,500
2024-10-22 05:27:51,491
2024-10-22 05:27:51,562
2024-10-22 05:27:51,454
2024-10-22 05:27:51,389
2024-10-22 05:27:51,410
2024-10-22 05:27:51,412
2024-10-22 05:27:51,863
2024-10-22 05:27:51,818
2024-10-22 05:27:51,809
2024-10-22 05:27:51,587
2024-10-22 05:27:51,232
2024-10-22 05:27:51,224
2024-10-22 05:27:51,216
2024-10-22 05:27:51,189
2024-10-22 05:27:51,187
2024-10-22 05:27:51,586
2024-10-22 05:27:51,234
2024-10-22 05:27:51,226
2024-10-22 05:27:51,222
2024-10-22 05:27:52,558
2024-10-22 05:27:52,311
2024-10-22 05:27:52,435
2024-10-22 05:27:52,121
2024-10-22 05:27:52,201
2024-10-22 05:27:52,251
2024-10-22 05:27:52,337
2024-10-22 05:27:52,397
2024-10-22 05:27:52,960
2024-10-22 05:27:53,805
2024-10-22 05:27:53,1023
2024-10-22 05:27:53,937
2024-10-22 05:27:53,782
2024-10-22 05:27:53,789
2024-10-22 05:27:53,794
2024-10-22 05:27:53,642
2024-10-22 05:27:53,547
2024-10-22 05:27:53,319
2024-10-22 05:27:53,251
2024-10-22 05:27:53,217
2024-10-22 05:27:53,134
2024-10-22 05:27:53,956
2024-10-22 05:27:53,884
2024-10-22 05:27:53,261
2024-10-22 05:27:53,347
2024-10-22 05:27:53,308
2024-10-22 05:27:54,389
2024-10-22 05:27:54,318
2024-10-22 05:27:54,318
2024-10-22 05:27:54,331
2024-10-22 05:27:54,337
2024-10-22 05:27:54,331
2024-10-22 05:27:54,336
2024-10-22 05:27:54,330
2024-10-22 05:27:54,331
2024-10-22 05:27:54,358
2024-10-22 05:27:54,202
2024-10-22 05:27:54,694
2024-10-22 05:27:54,569
2024-10-22 05:27:54,557
2024-10-22 05:27:54,638
2024-10-22 05:27:54,124
2024-10-22 05:27:54,134
2024-10-22 05:27:54,129
2024-10-22 05:27:54,157
2024-10-22 05:27:54,160
2024-10-22 05:27:54,155
2024-10-22 05:27:54,158
2024-10-22 05:27:54,152
2024-10-22 05:27:54,611
2024-10-22 05:27:55,654
2024-10-22 05:27:55,569
2024-10-22 05:27:55,383
2024-10-22 05:27:55,372
2024-10-22 05:27:55,319
2024-10-22 05:27:55,234
2024-10-22 05:27:55,350
2024-10-22 05:27:55,306
2024-10-22 05:27:55,276
2024-10-22 05:27:55,264
2024-10-22 05:27:55,256
2024-10-22 05:27:55,214
2024-10-22 05:27:55,214
2024-10-22 05:27:55,209
2024-10-22 05:27:55,204
2024-10-22 05:27:55,196
2024-10-22 05:27:55,145
2024-10-22 05:27:55,273
2024-10-22 05:27:55,109
2024-10-22 05:27:55,105
2024-10-22 05:27:55,205
2024-10-22 05:27:55,91.3
2024-10-22 05:27:55,146
2024-10-22 05:27:56,138
2024-10-22 05:27:56,67.7
2024-10-22 05:27:56,68.6
2024-10-22 05:27:56,71.5
2024-10-22 05:27:56,70.3
2024-10-22 05:27:56,69.0
2024-10-22 05:27:56,68.2
2024-10-22 05:27:56,68.5
2024-10-22 05:27:56,65.7
2024-10-22 05:27:56,241
2024-10-22 05:27:56,48.1
2024-10-22 05:27:56,47.7
2024-10-22 05:27:56,186
2024-10-22 05:27:56,312
2024-10-22 05:27:56,286
2024-10-22 05:27:56,299
2024-10-22 05:27:56,215
2024-10-22 05:27:56,241
2024-10-22 05:27:56,226
2024-10-22 05:27:56,225
2024-10-22 05:27:56,221
2024-10-22 05:27:56,223
2024-10-22 05:27:56,224
2024-10-22 05:27:56,227
2024-10-22 05:27:56,226
2024-10-22 05:27:56,227
2024-10-22 05:27:56,62.7
2024-10-22 05:27:56,63.3
2024-10-22 05:27:56,192
2024-10-22 05:27:57,203
2024-10-22 05:27:57,317
2024-10-22 05:27:57,238
2024-10-22 05:27:57,264
2024-10-22 05:27:57,304
2024-10-22 05:27:57,314
2024-10-22 05:27:57,325
2024-10-22 05:27:57,289
2024-10-22 05:27:57,291
2024-10-22 05:27:57,307
2024-10-22 05:27:57,316
2024-10-22 05:27:57,320
2024-10-22 05:27:57,645
2024-10-22 05:27:57,663
2024-10-22 05:27:57,660
2024-10-22 05:27:57,666
2024-10-22 05:27:58,9.51
2024-10-22 05:27:58,668
2024-10-22 05:27:58,638
2024-10-22 05:27:58,513
2024-10-22 05:27:58,272
2024-10-22 05:27:58,243
2024-10-22 05:27:58,231
2024-10-22 05:27:58,227
2024-10-22 05:27:58,205
2024-10-22 05:27:58,205
2024-10-22 05:27:58,211
2024-10-22 05:27:58,198
2024-10-22 05:27:58,200
2024-10-22 05:27:58,246
2024-10-22 05:27:58,229
2024-10-22 05:27:58,221
2024-10-22 05:27:58,65.6
2024-10-22 05:27:58,244
2024-10-22 05:27:58,141
2024-10-22 05:27:58,134
2024-10-22 05:27:58,109
2024-10-22 05:27:58,83.4
2024-10-22 05:27:58,75.2
2024-10-22 05:27:58,71.9
2024-10-22 05:27:58,70.9
2024-10-22 05:27:58,68.0
2024-10-22 05:27:58,66.7
2024-10-22 05:27:58,64.2
2024-10-22 05:27:58,64.8
2024-10-22 05:27:58,64.7
2024-10-22 05:27:59,92.4
2024-10-22 05:27:59,6.17
2024-10-22 05:27:59,156
2024-10-22 05:27:59,155
2024-10-22 05:27:59,157
2024-10-22 05:27:59,142
2024-10-22 05:27:59,3.55
2024-10-22 05:27:59,5.20
2024-10-22 05:27:59,8.35
2024-10-22 05:27:59,8.18
2024-10-22 05:27:59,15.7
2024-10-22 05:27:59,18.8
2024-10-22 05:27:59,9.34
2024-10-22 05:27:59,132
2024-10-22 05:27:59,116
2024-10-22 05:27:59,2.79
2024-10-22 05:27:59,90.8
2024-10-22 05:27:59,97.7
2024-10-22 05:27:59,184
2024-10-22 05:27:59,36.2
2024-10-22 05:27:59,37.8
2024-10-22 05:27:59,36.0
2024-10-22 05:27:59,37.2
2024-10-22 05:27:59,30.0
2024-10-22 05:27:59,40.4
2024-10-22 05:27:59,31.8
2024-10-22 05:27:59,33.3
2024-10-22 05:27:59,36.8
2024-10-22 05:28:00,216
2024-10-22 05:28:00,270
2024-10-22 05:28:00,218
2024-10-22 05:28:00,121
2024-10-22 05:28:00,313
2024-10-22 05:28:00,388
2024-10-22 05:28:00,285
2024-10-22 05:28:00,10.3
2024-10-22 05:28:00,12.6
2024-10-22 05:28:00,13.7
2024-10-22 05:28:00,15.4
2024-10-22 05:28:00,8.37
2024-10-22 05:28:00,10.0
2024-10-22 05:28:00,21.4
2024-10-22 05:28:00,17.6
2024-10-22 05:28:00,15.6
2024-10-22 05:28:00,179
2024-10-22 05:28:00,378
2024-10-22 05:28:00,7.69
2024-10-22 05:28:00,207
2024-10-22 05:28:00,344
2024-10-22 05:28:01,276
2024-10-22 05:28:01,58.1
2024-10-22 05:28:01,49.0
2024-10-22 05:28:01,50.4
2024-10-22 05:28:01,51.1
2024-10-22 05:28:01,51.5
2024-10-22 05:28:01,78.7
2024-10-22 05:28:01,105
2024-10-22 05:28:01,97.5
2024-10-22 05:28:01,100
2024-10-22 05:28:01,316
2024-10-22 05:28:01,257
2024-10-22 05:28:01,350
2024-10-22 05:28:01,13.1
2024-10-22 05:28:01,270
2024-10-22 05:28:01,246
2024-10-22 05:28:01,91.2
2024-10-22 05:28:01,178
2024-10-22 05:28:01,34.6
2024-10-22 05:28:01,34.9
2024-10-22 05:28:01,34.5
2024-10-22 05:28:01,32.6
2024-10-22 05:28:01,29.2
2024-10-22 05:28:01,4.83
2024-10-22 05:28:01,147
2024-10-22 05:28:01,36.7
2024-10-22 05:28:01,34.2
2024-10-22 05:28:01,32.2
2024-10-22 05:28:01,100
2024-10-22 05:28:01,109
2024-10-22 05:28:01,41.4
2024-10-22 05:28:01,163
2024-10-22 05:28:02,147
2024-10-22 05:28:02,155
2024-10-22 05:28:02,161
2024-10-22 05:28:02,167
2024-10-22 05:28:02,221
2024-10-22 05:28:02,139
2024-10-22 05:28:02,89.9
2024-10-22 05:28:02,214
2024-10-22 05:28:02,95.5
2024-10-22 05:28:02,169
2024-10-22 05:28:02,190
2024-10-22 05:28:02,285
2024-10-22 05:28:03,268
2024-10-22 05:28:03,338
2024-10-22 05:28:03,329
2024-10-22 05:28:03,383
2024-10-22 05:28:03,368
2024-10-22 05:28:03,551
2024-10-22 05:28:03,317
2024-10-22 05:28:03,301
2024-10-22 05:28:03,307
2024-10-22 05:28:04,277
2024-10-22 05:28:04,266
2024-10-22 05:28:04,347
2024-10-22 05:28:04,216
2024-10-22 05:28:04,197
2024-10-22 05:28:04,233
2024-10-22 05:28:04,380
2024-10-22 05:28:04,279
2024-10-22 05:28:04,196
2024-10-22 05:28:04,308
2024-10-22 05:28:04,209
2024-10-22 05:28:05,206
2024-10-22 05:28:05,196
2024-10-22 05:28:05,196
2024-10-22 05:28:05,155
2024-10-22 05:28:05,138
2024-10-22 05:28:05,145
2024-10-22 05:28:05,176
2024-10-22 05:28:05,129
2024-10-22 05:28:05,166
2024-10-22 05:28:05,272
2024-10-22 05:28:05,191
2024-10-22 05:28:05,194
2024-10-22 05:28:06,257
2024-10-22 05:28:06,260
2024-10-22 05:28:06,259
2024-10-22 05:28:06,307
2024-10-22 05:28:06,429
2024-10-22 05:28:06,253
2024-10-22 05:28:06,515
2024-10-22 05:28:06,444
2024-10-22 05:28:07,471
2024-10-22 05:28:07,456
2024-10-22 05:28:07,578
2024-10-22 05:28:07,823
2024-10-22 05:28:07,513
2024-10-22 05:28:07,509
2024-10-22 05:28:07,475
2024-10-22 05:28:07,490
2024-10-22 05:28:07,554
2024-10-22 05:28:08,355
2024-10-22 05:28:08,365
2024-10-22 05:28:08,350
2024-10-22 05:28:08,539
2024-10-22 05:28:08,779
2024-10-22 05:28:08,557
2024-10-22 05:28:08,596
2024-10-22 05:28:08,541
2024-10-22 05:28:08,377
2024-10-22 05:28:08,258
2024-10-22 05:28:09,403
2024-10-22 05:28:09,330
2024-10-22 05:28:09,334
2024-10-22 05:28:09,179
2024-10-22 05:28:09,487
2024-10-22 05:28:09,268
2024-10-22 05:28:09,342
2024-10-22 05:28:09,376
2024-10-22 05:28:09,286
2024-10-22 05:28:09,261
2024-10-22 05:28:09,325
2024-10-22 05:28:09,301
2024-10-22 05:28:10,179
2024-10-22 05:28:10,245
2024-10-22 05:28:10,205
2024-10-22 05:28:10,182
2024-10-22 05:28:10,197
2024-10-22 05:28:10,267
2024-10-22 05:28:10,141
2024-10-22 05:28:10,346
2024-10-22 05:28:10,358
2024-10-22 05:28:10,484
2024-10-22 05:28:11,391
2024-10-22 05:28:11,328
2024-10-22 05:28:11,361
2024-10-22 05:28:11,500
2024-10-22 05:28:11,381
2024-10-22 05:28:11,362
2024-10-22 05:28:11,400
2024-10-22 05:28:11,231
2024-10-22 05:28:11,166
2024-10-22 05:28:11,220
2024-10-22 05:28:11,228
2024-10-22 05:28:11,224
2024-10-22 05:28:12,178
2024-10-22 05:28:12,196
2024-10-22 05:28:12,385
2024-10-22 05:28:12,405
2024-10-22 05:28:12,425
2024-10-22 05:28:12,424
2024-10-22 05:28:12,334
2024-10-22 05:28:12,450
2024-10-22 05:28:12,319
2024-10-22 05:28:12,561
2024-10-22 05:28:12,399
2024-10-22 05:28:13,247
2024-10-22 05:28:13,449
2024-10-22 05:28:13,279
2024-10-22 05:28:13,261
2024-10-22 05:28:13,312
2024-10-22 05:28:13,407
2024-10-22 05:28:13,260
2024-10-22 05:28:13,225
2024-10-22 05:28:13,281
2024-10-22 05:28:13,292
2024-10-22 05:28:13,198
2024-10-22 05:28:13,190
2024-10-22 05:28:13,173
2024-10-22 05:28:13,345
2024-10-22 05:28:14,200
2024-10-22 05:28:14,207
2024-10-22 05:28:14,213
2024-10-22 05:28:14,266
2024-10-22 05:28:14,167
2024-10-22 05:28:14,143
2024-10-22 05:28:14,218
2024-10-22 05:28:14,144
2024-10-22 05:28:14,152
2024-10-22 05:28:14,304
2024-10-22 05:28:14,252
2024-10-22 05:28:14,258
2024-10-22 05:28:15,392
2024-10-22 05:28:15,395
2024-10-22 05:28:15,432
2024-10-22 05:28:15,462
2024-10-22 05:28:15,250
2024-10-22 05:28:15,532
2024-10-22 05:28:15,609
2024-10-22 05:28:15,616
2024-10-22 05:28:15,403
2024-10-22 05:28:15,440
2024-10-22 05:28:15,322
2024-10-22 05:28:15,299
2024-10-22 05:28:16,314
2024-10-22 05:28:16,437
2024-10-22 05:28:16,304
2024-10-22 05:28:16,367
2024-10-22 05:28:16,345
2024-10-22 05:28:16,380
2024-10-22 05:28:16,528
2024-10-22 05:28:16,391
2024-10-22 05:28:16,548
2024-10-22 05:28:16,487
2024-10-22 05:28:17,442
2024-10-22 05:28:17,313
2024-10-22 05:28:17,225
2024-10-22 05:28:17,462
2024-10-22 05:28:17,261
2024-10-22 05:28:17,311
2024-10-22 05:28:17,201
2024-10-22 05:28:17,184
2024-10-22 05:28:17,121
2024-10-22 05:28:17,216
2024-10-22 05:28:17,359
2024-10-22 05:28:17,293
2024-10-22 05:28:18,214
2024-10-22 05:28:18,309
2024-10-22 05:28:18,394
2024-10-22 05:28:18,363
2024-10-22 05:28:18,385
2024-10-22 05:28:18,393
2024-10-22 05:28:18,460
2024-10-22 05:28:18,330
2024-10-22 05:28:18,361
2024-10-22 05:28:18,445
2024-10-22 05:28:18,276
2024-10-22 05:28:18,256
2024-10-22 05:28:18,290
2024-10-22 05:28:18,351
2024-10-22 05:28:18,165
2024-10-22 05:28:19,251
2024-10-22 05:28:19,249
2024-10-22 05:28:19,250
2024-10-22 05:28:19,241
2024-10-22 05:28:19,220
2024-10-22 05:28:19,264
2024-10-22 05:28:19,268
2024-10-22 05:28:19,347
2024-10-22 05:28:19,501
2024-10-22 05:28:20,520
2024-10-22 05:28:20,466
2024-10-22 05:28:20,689
2024-10-22 05:28:20,509
2024-10-22 05:28:20,522
2024-10-22 05:28:20,534
2024-10-22 05:28:20,467
2024-10-22 05:28:20,585
2024-10-22 05:28:20,540
2024-10-22 05:28:20,496
2024-10-22 05:28:20,342
2024-10-22 05:28:20,245
2024-10-22 05:28:20,372
2024-10-22 05:28:20,281
2024-10-22 05:28:21,380
2024-10-22 05:28:21,178
2024-10-22 05:28:21,350
2024-10-22 05:28:21,448
2024-10-22 05:28:21,347
2024-10-22 05:28:21,323
2024-10-22 05:28:21,292
2024-10-22 05:28:21,186
2024-10-22 05:28:21,206
2024-10-22 05:28:21,188
2024-10-22 05:28:21,161
2024-10-22 05:28:21,147
2024-10-22 05:28:21,221
2024-10-22 05:28:21,162
2024-10-22 05:28:21,218
2024-10-22 05:28:21,156
2024-10-22 05:28:22,167
2024-10-22 05:28:22,245
2024-10-22 05:28:22,245
2024-10-22 05:28:22,196
2024-10-22 05:28:22,231
2024-10-22 05:28:22,298
2024-10-22 05:28:22,182
2024-10-22 05:28:22,203
2024-10-22 05:28:22,177
2024-10-22 05:28:22,339
2024-10-22 05:28:22,228
2024-10-22 05:28:22,218
2024-10-22 05:28:22,248
2024-10-22 05:28:22,255
2024-10-22 05:28:22,256
2024-10-22 05:28:23,221
2024-10-22 05:28:23,366
2024-10-22 05:28:23,635
2024-10-22 05:28:23,740
2024-10-22 05:28:24,1062
2024-10-22 05:28:24,1266
2024-10-22 05:28:24,1581
2024-10-22 05:28:24,1547
2024-10-22 05:28:25,1538
2024-10-22 05:28:25,1622
2024-10-22 05:28:25,2118
2024-10-22 05:28:25,1634
2024-10-22 05:28:25,1644
2024-10-22 05:28:25,1330
2024-10-22 05:28:25,1629
2024-10-22 05:28:25,985
2024-10-22 05:28:25,849
2024-10-22 05:28:25,1898
2024-10-22 05:28:26,699
2024-10-22 05:28:26,709
2024-10-22 05:28:26,904
2024-10-22 05:28:26,787
2024-10-22 05:28:26,1091
2024-10-22 05:28:26,868
2024-10-22 05:28:26,853
2024-10-22 05:28:26,753
2024-10-22 05:28:27,990
2024-10-22 05:28:27,718
2024-10-22 05:28:27,886
2024-10-22 05:28:27,762
2024-10-22 05:28:27,1085
2024-10-22 05:28:27,752
2024-10-22 05:28:27,721
2024-10-22 05:28:27,679
2024-10-22 05:28:27,552
2024-10-22 05:28:27,493
2024-10-22 05:28:27,709
2024-10-22 05:28:27,306
2024-10-22 05:28:28,294
2024-10-22 05:28:28,266
2024-10-22 05:28:28,536
2024-10-22 05:28:28,710
2024-10-22 05:28:28,511
2024-10-22 05:28:28,435
2024-10-22 05:28:28,433
2024-10-22 05:28:28,436
2024-10-22 05:28:28,383
2024-10-22 05:28:28,683
2024-10-22 05:28:28,497
2024-10-22 05:28:28,448
2024-10-22 05:28:29,438
2024-10-22 05:28:29,457
2024-10-22 05:28:29,614
2024-10-22 05:28:29,425
2024-10-22 05:28:29,214
2024-10-22 05:28:29,425
2024-10-22 05:28:29,292
2024-10-22 05:28:29,297
2024-10-22 05:28:29,292
2024-10-22 05:28:29,353
2024-10-22 05:28:29,349
2024-10-22 05:28:29,240
2024-10-22 05:28:29,245
2024-10-22 05:28:29,212
2024-10-22 05:28:29,341
2024-10-22 05:28:30,366
2024-10-22 05:28:30,244
2024-10-22 05:28:30,321
2024-10-22 05:28:30,304
2024-10-22 05:28:30,319
2024-10-22 05:28:30,315
2024-10-22 05:28:30,362
2024-10-22 05:28:30,349
2024-10-22 05:28:30,360
2024-10-22 05:28:30,328
2024-10-22 05:28:30,424
2024-10-22 05:28:30,344
2024-10-22 05:28:30,298
2024-10-22 05:28:30,398
2024-10-22 05:28:30,235
2024-10-22 05:28:30,519
2024-10-22 05:28:31,270
2024-10-22 05:28:31,308
2024-10-22 05:28:31,195
2024-10-22 05:28:31,371
2024-10-22 05:28:31,466
2024-10-22 05:28:31,320
2024-10-22 05:28:31,332
2024-10-22 05:28:31,311
2024-10-22 05:28:31,302
2024-10-22 05:28:31,258
2024-10-22 05:28:31,278
2024-10-22 05:28:31,416
2024-10-22 05:28:31,537
2024-10-22 05:28:32,558
2024-10-22 05:28:32,606
2024-10-22 05:28:32,600
2024-10-22 05:28:32,600
2024-10-22 05:28:32,502
2024-10-22 05:28:32,548
2024-10-22 05:28:32,547
2024-10-22 05:28:32,585
2024-10-22 05:28:32,563
2024-10-22 05:28:32,511
2024-10-22 05:28:32,508
2024-10-22 05:28:32,512
2024-10-22 05:28:32,394
2024-10-22 05:28:32,292
2024-10-22 05:28:32,225
2024-10-22 05:28:33,202
2024-10-22 05:28:33,273
2024-10-22 05:28:33,330
2024-10-22 05:28:33,438
2024-10-22 05:28:33,419
2024-10-22 05:28:33,563
2024-10-22 05:28:33,503
2024-10-22 05:28:33,565
2024-10-22 05:28:33,406
2024-10-22 05:28:33,387
2024-10-22 05:28:34,494
2024-10-22 05:28:34,817
2024-10-22 05:28:34,841
2024-10-22 05:28:34,853
2024-10-22 05:28:34,853
2024-10-22 05:28:34,554
2024-10-22 05:28:34,503
2024-10-22 05:28:34,443
2024-10-22 05:28:34,414
2024-10-22 05:28:34,432
2024-10-22 05:28:34,379
2024-10-22 05:28:34,356
2024-10-22 05:28:34,307
2024-10-22 05:28:34,284
2024-10-22 05:28:34,240
2024-10-22 05:28:34,342
2024-10-22 05:28:35,357
2024-10-22 05:28:35,315
2024-10-22 05:28:35,278
2024-10-22 05:28:35,311
2024-10-22 05:28:35,324
2024-10-22 05:28:35,321
2024-10-22 05:28:35,304
2024-10-22 05:28:35,205
2024-10-22 05:28:35,294
2024-10-22 05:28:35,239
2024-10-22 05:28:35,250
2024-10-22 05:28:35,265
2024-10-22 05:28:35,260
2024-10-22 05:28:35,256
2024-10-22 05:28:35,285
2024-10-22 05:28:35,281
2024-10-22 05:28:36,302
2024-10-22 05:28:36,422
2024-10-22 05:28:36,357
2024-10-22 05:28:36,356
2024-10-22 05:28:36,400
2024-10-22 05:28:36,405
2024-10-22 05:28:36,403
2024-10-22 05:28:36,407
2024-10-22 05:28:36,571
2024-10-22 05:28:36,422
2024-10-22 05:28:36,440
2024-10-22 05:28:36,527
2024-10-22 05:28:36,570
2024-10-22 05:28:36,463
2024-10-22 05:28:37,418
2024-10-22 05:28:37,510
2024-10-22 05:28:37,489
2024-10-22 05:28:37,556
2024-10-22 05:28:37,415
2024-10-22 05:28:37,413
2024-10-22 05:28:37,367
2024-10-22 05:28:37,458
2024-10-22 05:28:37,369
2024-10-22 05:28:37,418
2024-10-22 05:28:37,197
2024-10-22 05:28:37,307
2024-10-22 05:28:37,418
2024-10-22 05:28:37,267
2024-10-22 05:28:37,293
2024-10-22 05:28:37,312
2024-10-22 05:28:37,215
2024-10-22 05:28:37,234
2024-10-22 05:28:38,332
2024-10-22 05:28:38,418
2024-10-22 05:28:38,407
2024-10-22 05:28:38,576
2024-10-22 05:28:38,749
2024-10-22 05:28:38,740
2024-10-22 05:28:38,693
2024-10-22 05:28:38,887
2024-10-22 05:28:39,902
2024-10-22 05:28:39,667
2024-10-22 05:28:39,925
2024-10-22 05:28:39,881
2024-10-22 05:28:39,912
2024-10-22 05:28:39,876
2024-10-22 05:28:39,808
2024-10-22 05:28:39,773
2024-10-22 05:28:39,743
2024-10-22 05:28:39,537
2024-10-22 05:28:39,713
2024-10-22 05:28:39,388
2024-10-22 05:28:39,408
2024-10-22 05:28:39,420
2024-10-22 05:28:39,419
2024-10-22 05:28:39,400
2024-10-22 05:28:40,371
2024-10-22 05:28:40,340
2024-10-22 05:28:40,379
2024-10-22 05:28:40,348
2024-10-22 05:28:40,323
2024-10-22 05:28:40,257
2024-10-22 05:28:40,316
2024-10-22 05:28:40,353
2024-10-22 05:28:40,360
2024-10-22 05:28:40,405
2024-10-22 05:28:40,437
2024-10-22 05:28:41,776
2024-10-22 05:28:41,921
2024-10-22 05:28:41,1012
2024-10-22 05:28:41,1117
2024-10-22 05:28:41,1294
2024-10-22 05:28:42,1775
2024-10-22 05:28:42,1640
2024-10-22 05:28:43,1900
2024-10-22 05:28:43,2241
2024-10-22 05:28:43,2208
2024-10-22 05:28:43,2523
2024-10-22 05:28:43,2794
2024-10-22 05:28:44,3310
2024-10-22 05:28:44,3123
2024-10-22 05:28:44,2470
2024-10-22 05:28:44,2400
2024-10-22 05:28:44,2378
2024-10-22 05:28:44,2299
2024-10-22 05:28:44,2606
2024-10-22 05:28:44,1998
2024-10-22 05:28:44,2415
2024-10-22 05:28:44,1423
2024-10-22 05:28:45,1355
2024-10-22 05:28:45,2196
2024-10-22 05:28:45,1181
2024-10-22 05:28:45,1053
2024-10-22 05:28:45,860
2024-10-22 05:28:45,1144
2024-10-22 05:28:45,764
2024-10-22 05:28:45,641
2024-10-22 05:28:45,933
2024-10-22 05:28:45,857
2024-10-22 05:28:45,838
2024-10-22 05:28:45,678
2024-10-22 05:28:46,725
2024-10-22 05:28:46,746
2024-10-22 05:28:46,1134
2024-10-22 05:28:46,1130
2024-10-22 05:28:46,1413
2024-10-22 05:28:47,1512
2024-10-22 05:28:47,1614
2024-10-22 05:28:47,1500
2024-10-22 05:28:48,1684
2024-10-22 05:28:48,2172
2024-10-22 05:28:48,2543
2024-10-22 05:28:48,2909
2024-10-22 05:28:49,3374
2024-10-22 05:28:49,3682
2024-10-22 05:28:49,3374
2024-10-22 05:28:49,2581
2024-10-22 05:28:49,3295
2024-10-22 05:28:49,3239
2024-10-22 05:28:50,2549
2024-10-22 05:28:50,3042
2024-10-22 05:28:50,2576
2024-10-22 05:28:50,2079
2024-10-22 05:28:50,2537
2024-10-22 05:28:50,1622
2024-10-22 05:28:50,1930
2024-10-22 05:28:50,1198
2024-10-22 05:28:50,1492
2024-10-22 05:28:50,858
2024-10-22 05:28:51,807
2024-10-22 05:28:51,876
2024-10-22 05:28:51,915
2024-10-22 05:28:51,910
2024-10-22 05:28:51,1345
2024-10-22 05:28:52,1598
2024-10-22 05:28:52,1773
2024-10-22 05:28:52,1738
2024-10-22 05:28:52,1862
2024-10-22 05:28:52,2046
2024-10-22 05:28:53,2107
2024-10-22 05:28:53,2146
2024-10-22 05:28:53,2136
2024-10-22 05:28:53,2111
2024-10-22 05:28:53,2060
2024-10-22 05:28:53,1976
2024-10-22 05:28:53,2162
2024-10-22 05:28:53,2010
2024-10-22 05:28:53,2013
2024-10-22 05:28:53,1522
2024-10-22 05:28:54,1405
2024-10-22 05:28:54,790
2024-10-22 05:28:54,1239
2024-10-22 05:28:54,1072
2024-10-22 05:28:54,723
2024-10-22 05:28:54,654
2024-10-22 05:28:54,619
2024-10-22 05:28:54,624
2024-10-22 05:28:54,1042
2024-10-22 05:28:54,453
2024-10-22 05:28:54,441
2024-10-22 05:28:54,496
2024-10-22 05:28:54,541
2024-10-22 05:28:54,551
2024-10-22 05:28:55,602
2024-10-22 05:28:55,646
2024-10-22 05:28:55,632
2024-10-22 05:28:55,717
2024-10-22 05:28:55,547
2024-10-22 05:28:55,790
2024-10-22 05:28:55,722
2024-10-22 05:28:55,722
2024-10-22 05:28:55,828
2024-10-22 05:28:55,818
2024-10-22 05:28:56,916
2024-10-22 05:28:56,916
2024-10-22 05:28:56,1065
2024-10-22 05:28:56,1071
2024-10-22 05:28:56,1207
2024-10-22 05:28:56,1317
2024-10-22 05:28:57,1371
2024-10-22 05:28:57,1762
2024-10-22 05:28:57,1915
2024-10-22 05:28:57,2015
2024-10-22 05:28:58,2211
2024-10-22 05:28:58,2358
2024-10-22 05:28:58,2362
2024-10-22 05:28:58,2281
2024-10-22 05:28:58,2250
2024-10-22 05:28:58,2147
2024-10-22 05:28:58,2134
2024-10-22 05:28:58,1970
2024-10-22 05:28:58,2122
